BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.7319893664465484,-0.2494344808010427,-0.42489973524060887,-0.3569340222066545,-0.34907881901383864,-0.4667855542850507,-0.8064903456392757,-0.6786608078479126,-0.7073131650492338,-0.6753488578824288,-0.47606981743568183,-0.511333250061439,-0.9603784008150248,-0.5289787906610074,-0.30239999678923973,-0.5255509710834134,0.36067954425377496
0.7869608532656137,0.1343246710512249,-0.469551882095565,-0.3569340222066545,-0.4545762302747729,2.6056045083204533,-1.2217580572960505,-0.6786608078479126,-0.9169951914991049,0.5739627222804161,0.11007385158785597,-0.5917958767710622,0.6886784369735642,0.8186421271164631,0.09749953097254373,0.23422689681747927,0.36067954425377496
0.44713513198032895,0.5180838229034925,-0.10766823027327536,0.10888851276800077,-0.4545762302747729,-0.4667855542850507,1.2698432294420245,2.673451079746117,-0.9169951914991049,-0.6753488578824288,-0.47606981743568183,-0.10902011651332345,0.8260998401226134,-0.3838047379522192,-0.09329340476478791,-0.5255509710834134,0.36067954425377496
0.049099139468783776,-1.0169527845055775,0.23205784678891342,0.5461894563646924,-0.4545762302747729,-0.368653254376206,-1.0141254472683066,-0.3993192679190393,-0.9169951914991049,-0.25891333024358737,-0.3295339001797974,-0.5515645634162506,0.8260998401226134,-0.5986882602099773,-0.22830689611165514,-0.5255509710834134,0.36067954425377496
-0.3587752952564144,0.5180838229034925,-0.4620630524343564,-0.3472942786061598,-0.4545762302747729,-0.4667855542850507,-1.0141254472683066,-0.3993192679190393,-0.9169951914991049,-0.6753488578824288,-0.47606981743568183,-0.5515645634162506,-0.9054098395554051,-0.36436780341352376,-0.25726638966937354,-0.5255509710834134,0.36067954425377496
0.11787839226261694,0.5180838229034925,0.15449229357294558,-0.3569340222066545,1.0198219718843307,-0.4667855542850507,0.43931029772976177,-0.6786608078479126,0.5507840260387574,-0.6753488578824288,-0.47606981743568183,-0.2699453699325697,-0.7405041557765463,-0.11505953571863932,0.6697666752000935,-0.5255509710834134,0.36067954425377496
-0.45027721825524597,0.5180838229034925,2.849408493899849,3.5005479508455557,0.30666389513195613,-0.4667855542850507,1.2698432294420245,2.673451079746117,1.5991991906768774,-0.6753488578824288,-0.47606981743568183,1.9830081779368776,2.4751566779112024,1.5963132599542043,-0.2772972998962273,2.8934528534744284,0.36067954425377496
0.12452002215607232,0.5180838229034925,-0.2653876634568662,-0.3569340222066545,0.027792436308241134,-0.4667855542850507,1.2698432294420245,-0.6786608078479126,1.5991991906768774,-0.6753488578824288,-0.47606981743568183,-0.10902011651332345,-0.6030827526274971,-0.36411552579040707,-0.13412692339178373,-0.5255509710834134,0.36067954425377496
-0.26402625090706583,0.5180838229034925,-0.066329890543404,0.04160310243654781,-0.2334076532078247,-0.4667855542850507,-0.39122512558378775,-0.3993192679190393,-0.2879465959551093,-0.6753488578824288,-0.47606981743568183,-0.39063930999700436,0.6886784369735642,-0.3609328667760588,-0.22847003076249986,-0.5255509710834134,0.36067954425377496
-0.6785040237975312,-1.400711936357845,0.13030337376724185,0.4152094401929707,-0.4545762302747729,-0.4667855542850507,-0.8064903456392757,-0.11997437587827844,-0.9169951914991049,-0.6753488578824288,-0.47606981743568183,-0.4711019367066275,1.788049662165957,-0.1963359235272189,-0.3192080577486236,-0.5255509710834134,0.36067954425377496
-0.13036795248653577,0.5180838229034925,-0.03888801035361284,-0.3569340222066545,0.562931925379429,-0.4667855542850507,1.2698432294420245,-0.6786608078479126,1.5991991906768774,-0.6753488578824288,-0.47606981743568183,-0.10902011651332345,-0.9054098395554051,-0.2244783558175378,0.5692170582559472,-0.5255509710834134,0.36067954425377496
-0.4485793651125056,-0.2494344808010427,0.22886573314582329,0.5420805156549816,-0.4545762302747729,-0.4667855542850507,-0.5988577356115318,0.1593671640505948,-0.9169951914991049,-0.6753488578824288,-0.47606981743568183,-0.3504079966421928,-0.6855355945169266,-0.35494300635995996,-0.2955240404619594,-0.5255509710834134,0.36067954425377496
-0.022843207246887008,0.5180838229034925,1.0366343029964713,1.149414486684899,0.33915355910309086,-0.4667855542850507,1.2698432294420245,0.1593671640505948,1.3895171642270063,-0.6753488578824288,-0.47606981743568183,0.4542182704540384,-0.41069278821882843,-0.388572793285019,-0.15205792972698975,0.329199985056047,0.36067954425377496
-0.3088193736595986,0.5180838229034925,0.531110217753663,-0.10391485205266997,1.445228671443752,-0.4667855542850507,0.6469429077575057,-0.11997437587827844,0.9701505951328819,-0.6753488578824288,-0.47606981743568183,0.4542182704540384,0.8260998401226134,-0.026685675912915485,-0.2545455715589238,-0.2406351253715348,0.36067954425377496
0.5805173711636286,0.5180838229034925,-0.469551882095565,-0.3569340222066545,-0.4545762302747729,-0.30140469376933215,-1.2217580572960505,-0.6786608078479126,-0.9169951914991049,-0.25891333024358737,-0.3295339001797974,-0.5917958767710622,-0.41069278821882843,-0.3203893854037965,0.06218479133313609,-0.5255509710834134,0.36067954425377496
2.5567880005031856,0.5180838229034925,0.28480729071505134,-0.3569340222066545,1.3277107480192292,0.6307061002014738,0.024042586072987013,-0.6786608078479126,0.3411019995888863,0.15752719464157475,0.11007385158785597,-0.149251429868135,0.9635212432716624,0.08991510712567563,0.5422987669861605,-0.5255509710834134,0.36067954425377496
0.24387226120525093,-0.009585538562736817,-0.469551882095565,-0.3569340222066545,-0.4545762302747729,0.8609267399803904,-1.2217580572960505,-0.6786608078479126,-0.9169951914991049,0.5739627222804161,-0.036462065668028475,-0.5917958767710622,-0.41069278821882843,-0.4632865921394441,-0.20076939425608728,-0.5255509710834134,-2.628285197478895
-0.7318986877752868,-1.7844753095650046,-0.2266329699601118,-0.3569340222066545,0.11935622721395771,-0.4667855542850507,-0.18359002395475696,-0.6786608078479126,-0.07826456950523818,-0.6753488578824288,-0.47606981743568183,-0.2699453699325697,-0.5481141913678775,-0.5107437769402153,-0.3308252749299898,0.329199985056047,0.36067954425377496
0.2039945325967603,0.5180838229034925,-0.23348992961865592,-0.256921682351522,-0.08041429002176324,-0.4667855542850507,0.43931029772976177,-0.3993192679190393,0.5507840260387574,-0.6753488578824288,-0.47606981743568183,-0.22971405657775815,2.3377352747621534,-0.004251086548911198,-0.042995244002442944,-0.5255509710834134,0.36067954425377496
0.967368609838738,0.5180838229034925,-0.28296769108655334,-0.3569340222066545,-0.013743022464931743,-0.4667855542850507,1.2698432294420245,-0.6786608078479126,1.5991991906768774,-0.6753488578824288,-0.47606981743568183,-0.10902011651332345,-0.13584998192073022,-0.23460669274500864,4.981708726393972,-0.5255509710834134,0.36067954425377496
